HDS SKU #,SAP_CREATED_DATE,Internal Supplier Part #,DESCRIPTION,HDS_SUPPLIER_NUMBER,HDS_SUPPLIER_NAME,ProductHierarchy,MCAT,PCAT,ORDER_UNIT,EINA_PIR_QTY,EINA_UMREN,BASE_MARM_UMREN,BASE_QTY_OF_UOM,MATTYPE,GENITEMCAT,BUOM,AUOM,LENGTH_,WIDTH_,HEIGHT_,WEIGHT_,UPC,VOLUM,BASE_QUANTITY,EA_QTY_OF_UOM,EA_LENGTH_,EA_WIDTH_,EA_HEIGHT_,EA_WEIGHT_,EA_UPC,EA_VOLUM,EA_PACKAGING_LEVEL,PKG_QTY_OF_UOM,PKG_LENGTH_,PKG_WIDTH_,PKG_HEIGHT_,PKG_WEIGHT_,PKG_UPC,PKG_VOLUM,PKG_PACKAGING_LEVEL,PKG2_QTY_OF_UOM,PKG2_LENGTH_,PKG2_WIDTH_,PKG2_HEIGHT_,PKG2_WEIGHT_,PKG2_UPC,PKG2_VOLUM,PKG2_PACKAGING_LEVEL,CS_QTY_OF_UOM,CS_LENGTH_,CS_WIDTH_,CS_HEIGHT_,CS_WEIGHT_,CS_UPC,CS_VOLUM,CS_PACKAGING_LEVEL,PAL_QTY_OF_UOM,PAL_LENGTH_,PAL_WIDTH_,PAL_HEIGHT_,PAL_WEIGHT_,PAL_UPC,PAL_VOLUM,PAL_PACKAGING_LEVEL,MATRN_Duplicate,CONCAT_Error_Msg,Base_UOM_missing,Base_QTY_missing,Base_UPC_duplicate_found,Base_UPC_missing,Base_UPC_invalid,Base_Level_dimensions_missing,Base_weight_missing,Each_Level_data_missing,Each QTY > 1,Each dims = 0,Each weight = 0,Each_UPC_is_blank_or_0,Each_UPC_duplicate_found,Each_UPC_invalid,Each_Level_packaging_format_incorrect,Inner_Pack_Level_data_missing,Inner Pack QTY = 0,Inner Pack QTY = 1,Inner Pack dims = 0,Inner Pack dims = Each dims,Inner Pack dims < Each dims,Inner Pack weight = 0,Inner Pack weight = Each weight,Inner_Pack_weight_incorrect,Inner_Pack_UPC_is_blank_or_0,Inner_Pack_UPC_duplicate_found,Inner_Pack_UPC_invalid,Inner Pack UPC = Each UPC,Inner_Pack_Level_packaging_format_incorrect,Case_Level_data_missing,Case QTY = 0,Case QTY = 1,Case QTY = Inner Pack QTY,Case dims = 0,Case dims = Each dims,Case dims = Inner Pack dims,Case dims < Each dims,Case dims < Inner Pack dims,Case weight = 0,Case weight = Each weight,Case weight =  Inner Pack weight,Case_weight_incorrect,Case_UPC_is_blank_or_0,Case_UPC_duplicate_found,Case_UPC_invalid,Case UPC = Each UPC,Case UPC = Inner Pack UPC,Case_Level_packaging_format_incorrect,Pallet_Level_data_missing,Pallet QTY = 0,Pallet QTY = 1,Pallet QTY = Case QTY,Pallet dims = 0,Pallet dims = Each dims,Pallet dims = Inner Pack dims,Pallet dims = Case dims,Pallet dims < Each dims,Pallet dims < Inner Pack dims,Pallet dims < Case dims,Pallet weight = 0,Pallet weight = Each weight,Pallet weight = Inner Pack weight,Pallet weight = Case weight,Pallet_weight_incorrect,Pallet_UPC_duplicate_found,Pallet_UPC_invalid,Pallet UPC = Each UPC,Pallet UPC = Inner Pack UPC,Pallet UPC = Case UPC,Pallet_Level_packaging_format_incorrect,Requires Case level,Data_missing_for_all_levels,Duplicate_UPC_at_all_levels,UOM_and_PKG_Qty_mismatch,AUOM data < BUOM data,HDS SKU# duplicate found,Base dims = 1,Each dims = 1,Inner Pack dims = 1,Inner_Pack_QTY_is_incorrect,Case dims = 1,Case_QTY_is_incorrect,Pallet dims = 1,Pallet_QTY_is_incorrect,Pallet_dims_seem_high,DC_Ready
180116,20091107,HAN001,Pressto Valet Wall Mount Ironing Board Hanger White,0000025053,"HOSPITALITY 1 SOURCE, LLC",14860506,Hospitality Supply,Guest Room Supplies,EA,1,1,1,1,HAWA,ZNOR,EA,EA,6.900,2.950,1.600,0.13,850000529748,0.019,1,1,6.900,2.950,1.600,0.130,850000529748,0.019,EA,,,,,,,,,,,,,,,,,144,13.000,13.000,4.875,20.150,850012076865,0.477,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
530029,20120116,20603,Pacific Blue Basic 1-Ply C-Fold Paper Towels 240 Towels/pack Case Of 10,0000026400,GEORGIA PACIFIC,02152409,Janitorial/Cleaning,Paper Product,CS,1,1,1,1,HAWA,ZNOR,CS,CS,18.880,13.380,10.880,16.7,073310206035,1.591,10,,,,,,,,,,,,,,,,,,,,,,,,,1,18.880,13.380,10.880,16.700,073310206035,1.591,CS,63,48.000,42.000,102.000,1163.800,,119.000,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
137158,20200813,6101808,"Ecolab Zephair Citrus Cucumber 2, 2 Liter, Case Of 2",0000044685,ECOLAB INC.,02001402,Janitorial/Cleaning,Dillution Systems,CS,1,1,1,1,HAWA,ZNOR,CS,CS,8.063,7.375,7.150,9.86,10025469016130,0.246,2,,,,,,,,,,,,,,,,,,,,,,,,,1,8.063,7.375,7.150,9.860,10025469016130,0.246,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
301014,20091107,E940E-8-HD,"Thomas & Betts 3/4"" Coupling - Package Of 5",0000024809,ABB INSTALLATION PRODUCTS INC,07454001,Electrical,Conduit&Weatherprf/Eltcl Boxes,PKG,1,1,1,1,HAWA,ZNOR,PKG,PKG,1.800,4.850,9.500,0.235,034481121459,0.048,5,,,,,,,,,1,1.800,4.850,9.500,0.235,034481121459,0.048,PKG,,,,,,,,,12,20.100,4.300,5.800,2.950,5415022439373,0.290,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
338680,20231120,N2484E,Seasons 0.8 GPF All-In-one Elongated Toilet,2000501116,NIAGARA CONSERVATION CORP.,26705501,Kitchen & Bath,Toilets,EA,1,1,1,1,HAWA,ZNOR,EA,EA,29.900,18.000,32.830,86.8,732291004381,10.225,1,1,29.900,18.000,32.830,86.800,732291004381,10.225,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
146644,20160414,DISPLAY-4H,"Intelligent Blends 4 Pod Holder For Single Serve Cups, Case Of 12",0000043637,AP PLASTICS,14860504,Hospitality Supply,Guest Room Supplies,CS,1,1,1,1,HAWA,ZNOR,CS,CS,8.800,5.500,4.700,1.4,10628451154058,0.132,12,,,,,,,,,,,,,,,,,,,,,,,,,1,8.800,5.500,4.700,1.400,10628451154058,0.132,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
355342,20240816,0027984,Choice Hotels Tempo Duvet Insert Down Alternative Full/double 84x95 Case Of 4,0000044717,MANCHESTER MILLS LLC.,19860305,Textiles,Blankets,EA,1,4,4,1,HAWA,ZNOR,CS,CS,22.500,18.000,17.500,22,194671056746,4.102,4,1,0.000,0.000,0.000,0.000,,0.000,EA,,,,,,,,,,,,,,,,,1,22.500,18.000,17.500,22.000,194671056746,4.102,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
115009,20091107,ZUPPWC160,"Zep Pressure Washer Solution, 1.35 Gallon Zep Concentrate",0000012820,"AMREP, INC.",02150710,Janitorial/Cleaning,Cleaning Chemicals,EA,1,1,1,1,HAWA,ZNOR,EA,EA,7.000,5.250,12.000,12.31,021709010558,0.255,1,1,7.000,5.250,12.000,12.310,021709010558,0.255,EA,,,,,,,,,,,,,,,,,4,15.800,12.500,13.100,50.350,20021709010552,1.497,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
145415,20150423,RR925-7,"Wooster Rr925 7"" Super/fab Ftp 3/4"" Nap Roller Cover",0000029731,LANCASTER DISTRIBUTING CO.,01100710,Paint & Sundries,Paint Application,EA,1,1,1,1,HAWA,ZNOR,EA,EA,2.500,7.000,2.500,0.17,071497179791,0.025,1,1,2.500,7.000,2.500,0.170,071497179791,0.025,EA,,,,,,,,,,,,,,,,,12,9.000,9.000,9.000,2.076,10071497179798,0.422,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
353314,20240703,67780-167001,Seasons Westwind Single-Handle Pull Down High-Arc Kitchen Faucet Matte Black,0000040227,LOTA INTERNATIONAL FZE,24555014,Faucets/Showerheads,Kitchen & Bar Faucets,EA,1,1,1,1,HAWA,ZNOR,EA,EA,24.610,10.240,2.560,4.56,194671054773,0.373,1,1,24.610,10.240,2.560,4.560,194671054773,0.373,EA,,,,,,,,,,,,,,,,,3,25.590,11.020,9.060,15.040,30194671054774,1.479,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
484000,20091107,910-022,Pfister Replacement For Pfister Diverter Shower Stem,0000006999,PFISTER STOCK ONLY,24556000,Faucets/Showerheads,Shower & Tub Repair Parts,EA,1,1,1,1,HAWA,ZNOR,EA,EA,1.400,4.450,1.400,0.491,038877445884,0.005,1,1,1.400,4.450,1.400,0.491,038877445884,0.005,EA,,,,,,,,,,,,,,,,,48,11.420,6.300,10.433,23.568,50038877445889,0.434,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
364245,20250113,STDSS4870-OB-SV,"Seasons Raleigh 70"" Hx48"" W Framed By-Pass Shower Door Silver-Obscure Glass",2000503138,"FGI INDUSTRIES, INC (SHANGHAI)",26704504,Kitchen & Bath,"Shower Doors, Tubs &Enclosures",EA,1,1,1,1,HAWA,ZNOR,EA,EA,2.760,32.440,73.190,63.8,194671060125,3.792,1,1,2.760,32.440,73.190,63.800,194671060125,3.792,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
229810,20091107,3040-207,"Whirlpool 6"" Black Porcelain Drip Bowl For Whirlpool, Package Of 6",0000040336,AMERICAN TRIM LLC,05351019,Appliance,Oven Repair,PKG,1,1,1,1,HAWA,ZNOR,PKG,PKG,8.500,8.350,4.350,1.66,895650001251,0.179,6,,,,,,,,,1,8.500,8.350,4.350,1.660,895650001251,0.179,PKG,,,,,,,,,20,22.350,21.100,11.550,38.000,10816325015646,3.152,CS,240,42.000,42.000,35.000,478.000,20816325015643,35.729,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
252400,20091107,CR5X370,Supco® 370 Volt 5 MFD Oval Run Capacitor,0000011482,"SEALED UNIT PARTS, CO., INC.",06406001,HVAC,Repair Parts,EA,1,1,1,1,HAWA,ZNOR,EA,EA,2.130,1.380,2.750,0.22,687152168675,0.005,1,1,2.130,1.380,2.750,0.220,687152168675,0.005,EA,5,11.000,3.000,1.500,1.120,30687152168676,0.029,PKG,,,,,,,,,50,15.000,12.500,4.000,11.860,50687152168670,0.434,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
234697,20221121,R4H5S30AKAAA,Smartcomfort By Carrier 2.5 Ton 14.3 Seer2 Heat Pump - All Regions,0000014420,INTERNATIONAL COMFORT PRODUCTS,06404013,HVAC,Condensing Units,EA,1,1,1,1,HAWA,ZNOR,EA,EA,32.180,32.180,29.870,202,810074175906,17.901,1,1,32.180,32.180,29.870,202.000,810074175906,17.901,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
184793,20210416,700205,Clothesline Fresh 5 Gallon Bulit Laundry Detergent,2000500456,"SPARTAN CHEMICAL COMPANY, INC",02001401,Janitorial/Cleaning,Dillution Systems,PL,1,1,1,1,HAWA,ZNOR,EA,EA,12.500,12.250,14.813,49.275,753727050109,1.313,1,1,12.500,12.250,14.813,49.275,753727050109,1.313,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
345922,20240423,130100036001PL,Pleated Merv 8 Air Filter 10 X 36 X 1 Case Of 12,0000042404,FILTRATION GROUP LLC,06402018,HVAC,Air Filtration,CS,1,1,1,1,HAWA,ZNOR,CS,CS,12.000,12.000,36.000,12,192212083022,3.000,12,1,0.000,0.000,0.000,0.000,,0.000,EA,,,,,,,,,,,,,,,,,1,12.000,12.000,36.000,12.000,192212083022,3.000,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
211728,20220308,873X-6201,Seasons® Westwind Single Handle One Spray Tub And Shower Faucet In Chrome,0000040227,LOTA INTERNATIONAL FZE,24703003,Faucets/Showerheads,Shower Trim Kits & Tub Spouts,EA,1,1,1,1,HAWA,ZNOR,EA,EA,11.020,8.660,7.090,5.71,6925699948119,0.392,1,1,11.020,8.660,7.090,5.710,6925699948119,0.392,EA,,,,,,,,,,,,,,,,,3,27.170,11.810,8.270,18.550,16925699948116,1.536,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
439795,20181226,RP46074,"Cartridge, For Bathtub, Series 1300, R10000unws, Delta #rp46074",0000005045,DELTA FAUCET CO,24556000,Faucets/Showerheads,Shower & Tub Repair Parts,EA,1,1,1,1,HAWA,ZNOR,EA,EA,2.400,3.900,8.200,0.35,034449527699,0.044,1,1,2.400,3.900,8.200,0.350,034449527699,0.044,EA,,,,,,,,,,,,,,,,,6,5.000,8.200,6.600,2.300,30034449527690,0.157,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
500561,20091107,252LB,"Chrome Plated Brass Pop-Up 8-1/8"" Length",0000044652,"BASSCO SUPPLY CO., LTD",24552701,Faucets/Showerheads,Faucet & Sink Repair Parts,EA,1,1,1,1,HAWA,ZNOR,EA,EA,2.400,8.700,2.600,0.97,4713294881649,0.031,1,1,2.400,8.700,2.600,0.970,4713294881649,0.031,EA,,,,,,,,,,,,,,,,,50,18.500,13.800,13.400,50.720,14713294881646,1.980,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
142182,20110805,48-00-5027,"Milwaukee 12"" Sawzall Blade Teeth Per Inch Package Of 5",0000011493,MILWAUKEE ELECTRIC TOOL CORPORATION,04704003,Tools,Power Tool Accessories,EA,1,1,1,1,HAWA,ZNOR,PKG,PKG,0.650,2.000,14.910,0.91,045242083022,0.011,5,1,0.000,0.000,0.000,0.000,,0.000,EA,1,0.650,2.000,14.910,0.910,045242083022,0.011,PKG,,,,,,,,,25,15.630,9.880,6.750,23.215,40045242083020,0.603,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
474003,20091107,474003,"Replacement For Pfister 2-15/16"" Hot/cold Brass Faucet Cartridge",0000044652,"BASSCO SUPPLY CO., LTD",24552700,Faucets/Showerheads,Faucet & Sink Repair Parts,EA,1,1,1,1,HAWA,ZNOR,EA,EA,3.900,3.900,1.000,0.13,4713294880901,0.009,1,1,3.900,3.900,1.000,0.130,4713294880901,0.009,EA,,,,,,,,,,,,,,,,,100,7.600,7.600,6.600,13.010,14713294880908,0.221,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
126724,20091107,21006406,"Kidde® 900-0120 Carbon Monoxide Alarm, Hardwired",0000005995,KIDDE,07451310,Electrical,Carbon Monoxide Alarms,EA,1,1,1,1,HAWA,ZNOR,EA,EA,2.000,6.000,6.000,0.9,047871001200,0.042,1,1,2.000,6.000,6.000,0.900,047871001200,0.042,EA,,,,,,,,,,,,,,,,,6,13.250,6.500,6.000,5.850,10047871001207,0.299,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
402597,20100818,SP42X/16,"Frost King® Fiberglass Insulation With Foil Back Pipe Wrap 3"" X 25'",0000012447,THERMWELL,26550505,Kitchen & Bath,Pipe Repair & Weatherization,EA,1,1,1,1,HAWA,ZNOR,EA,EA,14.000,12.500,3.000,0.7,077578014999,0.304,1,1,14.000,12.500,3.000,0.700,077578014999,0.304,EA,,,,,,,,,,,,,,,,,16,25.000,17.250,9.000,11.200,40077578014997,2.246,CS,560,48.000,40.000,63.000,399.000,90877578114995,70.000,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
229303,20221104,ZU1120324,Zep Streak-Free Glass Cleaner 32oz Case Of 4,0000012820,"AMREP, INC.",02150706,Janitorial/Cleaning,Cleaning Chemicals,CS,1,1,1,1,HAWA,ZNOR,CS,CS,9.250,6.550,12.500,2.32,20021709008986,0.438,4,,,,,,,,,,,,,,,,,,,,,,,,,1,9.250,6.550,12.500,2.320,20021709008986,0.438,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
355337,20240815,PI40134-002,Down Lite Sonesta Pillow Enviroloft™ Down Alternative King Case Of 6,0000023523,DOWN LITE INTERNATIONAL,19860406,Textiles,Pillows And Protectors,EA,1,6,6,1,HAWA,ZNOR,CS,CS,25.000,32.000,16.000,16,750105192451,7.407,6,1,0.000,0.000,0.000,0.000,,0.000,EA,,,,,,,,,,,,,,,,,1,25.000,32.000,16.000,16.000,750105192451,7.407,CS,10,48.000,40.000,69.000,188.000,,76.667,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
213705,20220506,HW5.EXV23,"Ihome Hw5b Bluetooth Clock With Qi Charging, Dual USB And Single Day Alarm",0000024910,HTI,14850002,Hospitality Supply,Guest Room Appliances,EA,1,1,1,1,HAWA,ZNOR,EA,EA,7.850,4.000,10.550,3.13,843660001617,0.192,1,1,7.850,4.000,10.550,3.130,843660001617,0.192,EA,,,,,,,,,,,,,,,,,4,16.400,8.500,11.750,13.315,10843660001614,0.948,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
117722,20180927,642,Fluidmaster® Perfect Fit™ Tank Lever Brushed NICKEL,0000005400,FLUIDMASTER INC,26554004,Kitchen & Bath,Toilet & Tank Repair,EA,1,1,1,1,HAWA,ZNOR,EA,EA,1.500,4.900,12.500,0.31,039961017048,0.053,1,1,1.500,4.900,12.500,0.310,039961017048,0.053,EA,,,,,,,,,,,,,,,,,10,12.990,12.400,5.310,3.720,10039961017045,0.495,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
223469,20221205,HEC124J35AXXX,"Amana® 12,000 BTU 265v 20 Amp Standard High Efficiency Ptac Thermostat Required",0000015735,AMANA COMPANY L.P.,06407528,HVAC,PTAC & Ductless (Mini Splits),EA,1,1,1,1,HAWA,ZNOR,EA,EA,26.000,47.000,20.500,122,663051656284,14.497,1,1,26.000,47.000,20.500,122.000,663051656284,14.497,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
110117,20171031,20495801,"Southwire® 6 Gauge Stranded Thhn Copper Building Wire, 500', Red",0000018143,SOUTHWIRE COMPANY,07455501,Electrical,Building Wire,EA,1,1,1,1,HAWA,ZNOR,EA,EA,11.750,11.250,11.750,47.4,032886231735,0.899,1,1,11.750,11.250,11.750,47.400,032886231735,0.899,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
700013,20150818,700013,"Hooked Style Nylon Shower Curtain 72 X 72"" Beige Case Of 12",0000043039,BLUE MOUNT LIMITED,14861201,Hospitality Supply,Shower Curtains & Liners,CS,1,1,1,1,HAWA,ZNOR,CS,CS,12.100,10.800,7.850,12.1,6952860214100,0.594,12,,,,,,,,,,,,,,,,,,,,,,,,,1,12.100,10.800,7.850,12.100,6952860214100,0.594,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
297521,20230711,ES193W25,Frost King 3/4 In. X 1/2 In. X 93 In. White Elite Lifetime Door Weatherseal Repl,0000012447,THERMWELL,10303500,Hardware,Door & Wall Protection,EA,1,1,1,1,HAWA,ZNOR,EA,EA,0.750,1.000,81.000,0.4,077578066813,0.035,1,1,0.750,1.000,81.000,0.400,077578066813,0.035,EA,,,,,,,,,,,,,,,,,25,5.500,2.000,95.000,10.000,10077578066810,0.605,CS,2625,95.000,40.000,37.000,1059.000,90077578066816,81.366,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
808955,20091107,H4128FS3,"Frost King 1-1/8 X 36"" Aluminum Stair Edging",0000012447,THERMWELL,10100001,Hardware,Flooring Tools,EA,1,1,1,1,HAWA,ZNOR,EA,EA,1.250,1.250,36.000,0.406,077578029368,0.033,1,1,1.250,1.250,36.000,0.406,077578029368,0.033,EA,,,,,,,,,,,,,,,,,12,37.500,5.750,3.500,4.874,10077578029365,0.437,CS,960,48.000,40.000,35.000,407.000,90077578029361,38.889,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
999208,20180927,GH4WEC/2,"Deflecto 4"" Easy Clean Louvered Dryer Vent Cover With Bird Guard Vent Hood",0000011852,DEFLECT-O,05350501,Appliance,Washer & Dryer Repair,EA,1,1,1,1,HAWA,ZNOR,EA,EA,6.600,6.600,3.700,0.53,079916001166,0.093,1,1,6.600,6.600,3.700,0.530,079916001166,0.093,EA,,,,,,,,,,,,,,,,,2,7.800,7.000,7.200,1.300,50079916001161,0.228,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
503341,20151028,7100006734,"3m™ 12 Oz Fire Block Foam, Expands Up To 200% In Volume, Heat Resistant To 240°f",0000010481,3M,01101507,Paint & Sundries,Caulking,EA,1,1,1,1,HAWA,ZNOR,EA,EA,3.000,2.800,8.050,1.02,051115549076,0.039,1,1,3.000,2.800,8.050,1.020,051115549076,0.039,EA,,,,,,,,,,,,,,,,,12,12.300,9.500,8.900,12.800,50051115549071,0.602,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
532209,20140915,79264-R2968,Toter 64 Gallon Two Wheel Rollout Waste Container,0000019989,TOTER INCORPORATED,02150902,Janitorial/Cleaning,Waste Receptacles And Liners,EA,1,1,1,1,HAWA,ZNOR,EA,EA,27.000,23.250,40.000,50,723105200020,14.531,1,1,27.000,23.250,40.000,50.000,723105200020,14.531,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
503898,20170918,22955901,"Southwire® 14 Gauge Black Thhn Wire, 500'",0000018143,SOUTHWIRE COMPANY,07455501,Electrical,Building Wire,EA,1,1,1,1,HAWA,ZNOR,EA,EA,6.500,3.880,6.500,7.785,032886228001,0.095,1,1,6.500,3.880,6.500,7.785,032886228001,0.095,EA,,,,,,,,,,,,,,,,,4,13.375,4.125,13.375,32.760,032886122675,0.427,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
268370,20230322,LEDR56HO/6WYCA,"Feit 14.3 Watt 5-6"" Selectable Color Temperature LED Recessed Downlight",0000005275,FEIT ELECTRIC,23511603,Lighting Fixtures,Indoor Recessed Lighting,EA,1,1,1,1,HAWA,ZNOR,EA,EA,3.000,7.700,7.700,0.65,017801477894,0.103,1,1,3.000,7.700,7.700,0.650,017801477894,0.103,EA,,,,,,,,,,,,,,,,,6,10.000,8.300,16.000,4.700,10017801477891,0.769,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
